> ORF 1247	yciX	Clockwise,0.163768
> ORF 3589	nlpA	Counterclockwise,0.241234
> ORF 1631	ydhT	Counterclockwise,0.369788
> ORF 2649	srlD	Clockwise,0.69193
> ORF 4249	yjiC	Counterclockwise,-0.0644632
> ORF 1634	ydhW	Counterclockwise,0.275356
> ORF 1639	lpp	Clockwise,0.634513
> ORF 2835	xerD	Counterclockwise,0.287443
> ORF 1641	sufE	Counterclockwise,0.341133
> ORF 2046	ogrK	Counterclockwise,0.101163
> ORF 1646	sufA	Counterclockwise,0.249029
> ORF 2723	ygcG	Clockwise,0.289153
> ORF 1647	rydB	Counterclockwise,0.585461
> ORF 1648	ydiH	Counterclockwise,0.145231
> ORF 1878	leuZ	Counterclockwise,-0.244692
> ORF 2027	alkA	Counterclockwise,0.0350831
> ORF 1651	ydiK	Clockwise,0.765817
> ORF 1657	aroD	Clockwise,0.619616
> ORF 1660	ydiP	Counterclockwise,0.180462
> ORF 2570	ypjD	Clockwise,0.707462
> ORF 3928	zraP	Counterclockwise,0.0911026
> ORF 2415	eutS	Counterclockwise,0.407878
> ORF 3665	atpF	Counterclockwise,0.471302
> ORF 1661	ydiQ	Clockwise,0.754219
> ORF 1669	ydiE	Clockwise,0.597306
> ORF 1676	ihfA	Counterclockwise,0.333144
> ORF 1679	pheM	Counterclockwise,0.731698
> ORF 1680	rplT	Counterclockwise,0.155626
> ORF 1681	rpmI	Counterclockwise,0.399884
> ORF 1684	yniD	Clockwise,0.475732
> ORF 4288	yjjZ	Clockwise,0.603874
> ORF 1685	ydiY	Counterclockwise,-0.0146325
> ORF 1811	yobB	Clockwise,0.386826
> ORF 2123	psuK	Counterclockwise,0.239275
> ORF 2151	ccmG	Counterclockwise,0.381341
> ORF 2797	yqeJ	Clockwise,0.19697
> ORF 1686	pfkB	Clockwise,0.67587
> ORF 1687	ydiZ	Clockwise,0.44233
> ORF 1945	asnW	Counterclockwise,-0.554618
> ORF 2784	omrA	Counterclockwise,0.0186973
> ORF 1688	yniA	Clockwise,0.614536
> ORF 1763	leuE	Counterclockwise,0.205654
> ORF 2538	yfiD	Counterclockwise,0.238841
> ORF 1691	ydjM	Clockwise,0.526451
> ORF 4213	fecI	Counterclockwise,0.165995
> ORF 3601	ivbL	Counterclockwise,-0.448638
> ORF 1693	ydjO	Counterclockwise,0.0048389
> ORF 3389	ftsE	Counterclockwise,0.34017
> ORF 1714	ydjY	Clockwise,0.65176
> ORF 1694	cedA	Counterclockwise,0.358328
> ORF 1828	ruvB	Counterclockwise,0.328479
> ORF 2726	mazG	Counterclockwise,0.272714
> ORF 3235	rpsN	Counterclockwise,0.435828
> ORF 1696	chbG	Counterclockwise,0.206051
> ORF 1698	chbR	Counterclockwise,0.188959
> ORF 1702	osmE	Counterclockwise,0.151907
> ORF 1706	spy	Counterclockwise,0.257568
> ORF 2484	iscA	Counterclockwise,0.215998
> ORF 4088	yjeN	Clockwise,0.539216
> ORF 1707	astE	Counterclockwise,0.134126
> ORF 1751	yoaI	Counterclockwise,0.371749
> ORF 1710	astA	Counterclockwise,0.353178
> ORF 1716	ynjA	Clockwise,0.662768
> ORF 2636	argZ	Counterclockwise,-0.878576
> ORF 3974	yjbM	Clockwise,0.246876
> ORF 3832	rhaR	Clockwise,0.6651
> ORF 3069	agaD	Clockwise,0.714915
> ORF 2539	ung	Clockwise,0.667736
> ORF 1722	nudG	Clockwise,0.73786
> ORF 3174	aaeR	Clockwise,0.706625
> ORF 1723	ynjH	Counterclockwise,0.00757596
> ORF 1880	glyW	Counterclockwise,-0.384137
> ORF 2293	yfcS	Counterclockwise,0.276098
> ORF 3310	yhfY	Counterclockwise,0.226701
> ORF 1727	selD	Counterclockwise,0.224798
> ORF 1728	ydjA	Counterclockwise,0.0946548
> ORF 1730	ansA	Clockwise,0.605794
> ORF 2959	ygiZ	Counterclockwise,-0.00201623
> ORF 1731	pncA	Clockwise,0.53831
> ORF 1832	ruvC	Counterclockwise,0.44039
> ORF 1733	ydjF	Counterclockwise,0.241109
> ORF 2017	wcaB	Counterclockwise,0.421514
> ORF 2355	valY	Clockwise,0.280767
> ORF 1735	ydjH	Counterclockwise,0.26769
> ORF 2225	rbn	Clockwise,0.567019
> ORF 1736	ydjI	Counterclockwise,0.225804
> ORF 1737	ydjJ	Counterclockwise,0.088296
> ORF 1739	ydjL	Counterclockwise,0.194737
> ORF 2302	yfdC	Clockwise,0.60239
> ORF 3772	yigZ	Clockwise,0.747695
> ORF 1740	yeaC	Counterclockwise,0.279138
> ORF 3954	yjbG	Clockwise,0.557184
> ORF 1741	msrB	Counterclockwise,0.145088
> ORF 2200	ypaA	Clockwise,0.657304
> ORF 1742	gapA	Clockwise,0.713577
> ORF 1743	yeaD	Clockwise,0.707991
> ORF 1752	yeaL	Clockwise,0.740435
> ORF 2837	ygfX	Counterclockwise,0.13882
> ORF 1973	yoeI	Counterclockwise,0.0869467
> ORF 1753	yeaM	Counterclockwise,0.163549
> ORF 1755	yeaO	Clockwise,0.766156
> ORF 1756	yoaF	Counterclockwise,-0.0287136
> ORF 3760	yigP	Clockwise,0.956801
> ORF 2687	pcm	Counterclockwise,0.0783144
> ORF 1759	yoaJ	Clockwise,0.322933
> ORF 2270	cvpA	Counterclockwise,0.255902
> ORF 1760	yeaQ	Counterclockwise,0.54107
> ORF 1784	manZ	Clockwise,0.702294
> ORF 1768	yeaX	Clockwise,0.503139
> ORF 1771	yeaY	Counterclockwise,-0.0207078
> ORF 1772	yeaZ	Counterclockwise,0.132505
> ORF 3179	mreD	Counterclockwise,0.275482
> ORF 1774	yoaB	Clockwise,0.720222
> ORF 1775	yoaC	Clockwise,0.395229
> ORF 1776	yoaH	Counterclockwise,0.40694
> ORF 1785	yobD	Clockwise,0.555221
> ORF 1786	mntP	Clockwise,0.576902
> ORF 3882	argC	Clockwise,0.78601
> ORF 1790	yebO	Counterclockwise,0.302261
> ORF 2095	yohF	Counterclockwise,0.218057
> ORF 2107	mglB	Counterclockwise,0.247048
> ORF 1791	mgrB	Counterclockwise,0.254217
> ORF 1792	yobH	Clockwise,0.425774
> ORF 2834	dsbC	Counterclockwise,0.182842
> ORF 1797	proQ	Counterclockwise,0.202607
> ORF 1798	msrC	Counterclockwise,0.235663
> ORF 1803	yebW	Clockwise,0.556572
> ORF 1806	ryeB	Counterclockwise,0.414674
> ORF 2286	aroC	Counterclockwise,0.356441
> ORF 1807	yebY	Counterclockwise,0.124371
> ORF 1808	yebZ	Counterclockwise,0.26698
> ORF 3696	ilvX	Clockwise,-0.498214
> ORF 1809	yobA	Counterclockwise,-0.0803929
> ORF 1812	exoX	Clockwise,0.659484
> ORF 2646	srlA	Clockwise,0.542322
> ORF 3371	yrhD	Clockwise,0.242127
> ORF 1985	hisF	Clockwise,0.804174
> ORF 1814	yebE	Counterclockwise,0.200578
> ORF 1888	dcyD	Counterclockwise,0.248486
> ORF 4132	rpsF	Clockwise,0.71217
> ORF 1815	yebF	Counterclockwise,0.370046
> ORF 2861	scpB	Clockwise,0.63514
> ORF 1821	yebK	Clockwise,0.521247
> ORF 1825	znuA	Counterclockwise,0.100333
> ORF 4126	ulaB	Clockwise,0.658719
> ORF 1826	znuC	Clockwise,0.63949
> ORF 1827	znuB	Clockwise,0.803451
> ORF 3917	thiS	Counterclockwise,0.35216
> ORF 2497	hcaB	Clockwise,0.764179
> ORF 1829	ruvA	Counterclockwise,0.276095
> ORF 1831	yebB	Clockwise,0.47379
> ORF 1833	yebC	Counterclockwise,0.170983
> ORF 3723	hisR	Clockwise,0.0161498
> ORF 1836	yecD	Clockwise,0.796667
> ORF 3152	yhcH	Counterclockwise,0.24247
> ORF 1838	yecN	Clockwise,0.8138
> ORF 1839	cmoA	Clockwise,0.659213
> ORF 3423	yhiR	Clockwise,0.833948
> ORF 1840	cmoB	Clockwise,0.743905
> ORF 1843	cutC	Counterclockwise,0.0964679
> ORF 1844	yecM	Counterclockwise,0.160819
> ORF 2256	yfcD	Counterclockwise,0.484304
> ORF 2792	kduI	Counterclockwise,0.210185
> ORF 1847	flhE	Counterclockwise,-0.0067185
> ORF 1851	cheY	Counterclockwise,0.253191
> ORF 1853	cheR	Counterclockwise,0.241776
> ORF 1856	cheW	Counterclockwise,0.0461052
> ORF 1858	motB	Counterclockwise,0.255705
> ORF 2920	yghQ	Counterclockwise,0.323043
> ORF 2218	menC	Counterclockwise,0.228084
> ORF 1860	flhC	Counterclockwise,0.208864
> ORF 1861	flhD	Counterclockwise,0.331516
> ORF 3375	ugpQ	Counterclockwise,0.186939
> ORF 1866	otsB	Counterclockwise,0.0495619
> ORF 1871	yecJ	Counterclockwise,0.498037
> ORF 3277	slyD	Counterclockwise,0.353875
> ORF 1872	azuC	Counterclockwise,0.342161
> ORF 1873	yecR	Clockwise,0.270986
> ORF 3291	yhfG	Counterclockwise,0.299551
> ORF 1874	ftnA	Clockwise,0.807748
> ORF 2413	eutQ	Counterclockwise,0.353752
> ORF 1875	yecH	Counterclockwise,0.337817
> ORF 1879	cysT	Counterclockwise,-0.572785
> ORF 1884	yecF	Clockwise,0.766697
> ORF 4291	leuQ	Counterclockwise,-0.577984
> ORF 1891	fliA	Counterclockwise,0.144123
> ORF 2397	yffM	Clockwise,0.500683
> ORF 3999	nrfB	Clockwise,0.452954
> ORF 3183	yhdH	Clockwise,0.65946
> ORF 1895	fliT	Clockwise,0.503295
> ORF 3386	livJ	Counterclockwise,0.255427
> ORF 1899	yedF	Clockwise,0.816478
> ORF 1900	yedK	Clockwise,0.477292
> ORF 1913	fliP	Clockwise,0.703641
> ORF 1904	fliG	Clockwise,0.827181
> ORF 2829	yqfG	Clockwise,0.456107
> ORF 2376	cysW	Counterclockwise,0.266256
> ORF 1905	fliH	Clockwise,0.673186
> ORF 2939	exbD	Counterclockwise,0.333405
> ORF 1907	fliJ	Clockwise,0.884495
> ORF 3002	mug	Counterclockwise,0.220236
> ORF 1908	fliK	Clockwise,0.569153
> ORF 1911	fliN	Clockwise,0.785943
> ORF 1912	fliO	Clockwise,0.593497
> ORF 2710	queD	Clockwise,0.592764
> ORF 1914	fliQ	Clockwise,0.626018
> ORF 1915	fliR	Clockwise,0.767671
> ORF 2771	ygdB	Counterclockwise,0.440825
> ORF 3409	yhhH	Clockwise,0.148193
> ORF 2372	yfeK	Clockwise,0.568045
> ORF 3452	kdgK	Clockwise,0.837457
> ORF 1917	dsrB	Counterclockwise,0.19172
> ORF 2619	nrdI	Clockwise,0.522514
> ORF 1918	yodD	Clockwise,0.766404
> ORF 2158	napC	Counterclockwise,0.243733
> ORF 1919	dsrA	Counterclockwise,0.108684
> ORF 3836	yiiM	Clockwise,0.671029
> ORF 1920	yedP	Clockwise,0.595835
> ORF 1922	yodC	Counterclockwise,0.0241644
> ORF 3505	yiaL	Clockwise,0.663948
> ORF 1923	yedI	Counterclockwise,0.421297
> ORF 1924	yedA	Clockwise,0.727955
> ORF 4069	fxsA	Clockwise,0.655584
> ORF 1927	yedJ	Counterclockwise,0.431761
> ORF 1951	erfK	Counterclockwise,0.105693
> ORF 3223	rpoA	Counterclockwise,0.170731
> ORF 1928	yedR	Counterclockwise,-0.0838142
> ORF 4057	yjdO	Clockwise,0.232848
> ORF 1939	mtfA	Clockwise,0.512655
> ORF 1940	asnT	Clockwise,-0.0436588
> ORF 3572	yicC	Clockwise,0.684695
> ORF 1944	yeeN	Clockwise,0.492684
> ORF 1947	asnU	Clockwise,-0.0436588
> ORF 1950	asnV	Clockwise,-0.0436588
> ORF 2229	yfbM	Clockwise,0.698374
> ORF 1952	cobT	Counterclockwise,0.189531
> ORF 1953	cobS	Counterclockwise,0.123566
> ORF 2908	yghD	Counterclockwise,0.201138
> ORF 1961	yeeS	Clockwise,0.572702
> ORF 1962	yeeT	Clockwise,0.640407
> ORF 1965	yeeX	Counterclockwise,0.345342
> ORF 1966	yeeA	Counterclockwise,0.14309
> ORF 1971	yeeE	Counterclockwise,0.122798
> ORF 1974	yeeY	Counterclockwise,0.192237
> ORF 1975	yeeZ	Counterclockwise,0.0351789
> ORF 1978	hisL	Clockwise,-0.147181
> ORF 3750	rhtB	Counterclockwise,0.127883
> ORF 1979	hisG	Clockwise,0.91831
> ORF 1981	hisC	Clockwise,0.743127
> ORF 2276	usg	Counterclockwise,0.219676
> ORF 2351	yfeD	Clockwise,0.513194
> ORF 1983	hisH	Clockwise,0.741678
> ORF 1984	hisA	Clockwise,0.765993
> ORF 1987	cld	Counterclockwise,0.189533
> ORF 2265	hisQ	Counterclockwise,0.242827
> ORF 1992	wbbJ	Counterclockwise,-0.128508
> ORF 1993	wbbI	Counterclockwise,0.0790976
> ORF 2001	galF	Counterclockwise,0.103304
> ORF 4123	ulaR	Counterclockwise,0.281201
> ORF 3333	ompR	Counterclockwise,0.213712
> ORF 2010	gmm	Counterclockwise,0.450047
> ORF 3558	rfaS	Counterclockwise,-0.00412128
> ORF 2011	fcl	Counterclockwise,0.279386
> ORF 2018	wcaA	Counterclockwise,0.300051
> ORF 2024	dcd	Counterclockwise,0.246645
> ORF 2025	udk	Counterclockwise,0.274099
> ORF 2435	bcp	Clockwise,0.730446
> ORF 2036	ibsB	Counterclockwise,0.170439
> ORF 2042	baeR	Clockwise,0.810839
> ORF 2048	yegS	Clockwise,0.636013
> ORF 2051	gatD	Counterclockwise,0.175092
> ORF 2432	bamC	Counterclockwise,0.350239
> ORF 2056	gatY	Counterclockwise,0.253553
> ORF 2330	lpxP	Clockwise,0.628775
> ORF 2059	yegU	Clockwise,0.813552
> ORF 2063	thiD	Counterclockwise,0.186154
> ORF 2065	rcnR	Counterclockwise,0.135925
> ORF 3315	dam	Counterclockwise,0.181993
> ORF 2067	rcnB	Clockwise,0.555853
> ORF 2875	cmtB	Counterclockwise,0.0486924
> ORF 2068	yehA	Counterclockwise,0.0295311
> ORF 2070	yehC	Counterclockwise,0.237729
> ORF 2071	yehD	Counterclockwise,0.184619
> ORF 2072	yehE	Counterclockwise,-0.120366
> ORF 2076	yehK	Clockwise,0.468422
> ORF 2080	yehR	Clockwise,0.648708
> ORF 3405	nikD	Clockwise,0.837315
> ORF 2082	yehT	Counterclockwise,0.125768
> ORF 3246	rplW	Counterclockwise,0.144256
> ORF 2084	mlrA	Clockwise,0.671533
> ORF 2108	galS	Counterclockwise,0.258987
> ORF 4224	sgcA	Counterclockwise,0.389728
> ORF 2085	yohO	Clockwise,0.634043
> ORF 2086	yehW	Counterclockwise,0.269749
> ORF 2878	speB	Counterclockwise,0.24675
> ORF 2581	yfjH	Counterclockwise,0.097529
> ORF 2087	yehX	Counterclockwise,0.294897
> ORF 2092	pbpG	Counterclockwise,0.13327
> ORF 2096	yohP	Clockwise,0.802061
> ORF 2099	yohK	Clockwise,0.72502
> ORF 2284	yfcA	Counterclockwise,0.177978
> ORF 2101	sanA	Clockwise,0.620545
> ORF 2102	yeiS	Clockwise,0.632303
> ORF 2105	mglC	Counterclockwise,0.34315
> ORF 2110	folE	Counterclockwise,0.310012
> ORF 2111	yeiG	Clockwise,0.696646
> ORF 2114	yeiE	Counterclockwise,0.121252
> ORF 2115	yeiH	Clockwise,0.691224
> ORF 2116	nfo	Clockwise,0.749675
> ORF 3623	dgoR	Counterclockwise,0.262214
> ORF 2120	yeiL	Clockwise,0.537881
> ORF 2122	psuG	Counterclockwise,0.235847
> ORF 2125	fruK	Counterclockwise,0.216025
> ORF 2391	eutK	Counterclockwise,0.298071
> ORF 2126	fruB	Counterclockwise,0.479503
> ORF 2131	yeiR	Clockwise,0.643106
> ORF 2139	yejG	Counterclockwise,-0.0908132
> ORF 3221	yhdN	Counterclockwise,0.241141
> ORF 2141	rsuA	Counterclockwise,0.307671
> ORF 2565	rplS	Counterclockwise,0.0237014
> ORF 2145	yejL	Clockwise,0.595157
> ORF 2147	proL	Clockwise,0.0382317
> ORF 3574	yicG	Clockwise,0.64076
> ORF 2150	ccmH	Counterclockwise,0.251141
> ORF 3866	metF	Clockwise,0.752482
> ORF 2156	ccmB	Counterclockwise,0.11187
> ORF 2157	ccmA	Counterclockwise,0.246283
> ORF 2161	napG	Counterclockwise,0.0954796
> ORF 2164	napF	Counterclockwise,0.0335319
> ORF 3944	iclR	Counterclockwise,0.241282
> ORF 2166	eco	Clockwise,0.710134
> ORF 2169	alkB	Counterclockwise,0.313145
> ORF 3363	gntR	Counterclockwise,0.269538
> ORF 2170	ada	Counterclockwise,0.353885
> ORF 2173	micF	Clockwise,0.11469
> ORF 2179	atoD	Clockwise,0.477607
> ORF 2192	yfaE	Clockwise,0.681891
> ORF 2193	inaA	Counterclockwise,0.154121
> ORF 2762	metW	Clockwise,-0.0247456
> ORF 2201	rhmA	Counterclockwise,0.199948
> ORF 2204	rhmR	Counterclockwise,0.288957
> ORF 3036	yqjG	Clockwise,0.722459
> ORF 2206	yfaZ	Counterclockwise,0.192557
> ORF 2858	argP	Clockwise,0.729388
> ORF 2207	nudI	Clockwise,0.564169
> ORF 2208	ais	Counterclockwise,0.22755
> ORF 2210	arnC	Clockwise,0.661333
> ORF 4022	phnO	Counterclockwise,0.383833
> ORF 2401	yffQ	Clockwise,0.520928
> ORF 2214	arnE	Clockwise,0.799581
> ORF 3868	yijE	Clockwise,0.689406
> ORF 3612	yidP	Clockwise,0.733631
> ORF 2525	era	Counterclockwise,0.333065
> ORF 2650	gutM	Clockwise,0.432105
> ORF 3350	glpR	Counterclockwise,0.474161
> ORF 2219	menB	Counterclockwise,0.260626
> ORF 2224	elaA	Counterclockwise,0.237496
> ORF 2228	yfbL	Clockwise,0.459183
> ORF 2230	yfbN	Counterclockwise,0.0122455
> ORF 2232	yfbP	Clockwise,0.352348
> ORF 2236	nuoK	Counterclockwise,0.34313
> ORF 2237	nuoJ	Counterclockwise,0.275068
> ORF 2238	nuoI	Counterclockwise,0.0791001
> ORF 2239	nuoH	Counterclockwise,0.314099
> ORF 2245	nuoA	Counterclockwise,0.285889
> ORF 2495	hcaF	Clockwise,0.535137
> ORF 2252	yfbV	Counterclockwise,0.314199
> ORF 2260	folX	Clockwise,0.881342
> ORF 2520	shoB	Counterclockwise,0.0611626
> ORF 3720	rffM	Clockwise,0.924594
> ORF 3564	mutM	Counterclockwise,0.205737
> ORF 2386	yfeZ	Counterclockwise,0.247176
> ORF 2263	hisP	Counterclockwise,0.191246
> ORF 2267	argT	Counterclockwise,0.196423
> ORF 3232	rplR	Counterclockwise,0.137754
> ORF 2268	ubiX	Counterclockwise,0.410429
> ORF 2278	flk	Clockwise,0.690732
> ORF 2282	yfcL	Counterclockwise,0.55155
> ORF 2285	mepA	Counterclockwise,0.254096
> ORF 2287	prmB	Counterclockwise,0.266984
> ORF 2288	smrB	Clockwise,0.598141
> ORF 2289	yfcO	Counterclockwise,-0.085023
> ORF 2292	yfcR	Counterclockwise,0.283435
> ORF 2295	sixA	Counterclockwise,0.100706
> ORF 2301	mlaA	Counterclockwise,0.127982
> ORF 3738	xerC	Clockwise,0.740094
> ORF 3121	yrbA	Counterclockwise,0.451851
> ORF 3060	prlF	Clockwise,0.531988
> ORF 2303	argW	Clockwise,-0.189115
> ORF 2310	yfdP	Clockwise,0.364089
> ORF 2312	yfdR	Clockwise,0.531764
> ORF 2314	yfdT	Clockwise,0.430576
> ORF 3492	yiaB	Counterclockwise,-0.192522
> ORF 2315	torI	Clockwise,0.533273
> ORF 2907	pheV	Clockwise,0.387761
> ORF 2316	dsdC	Counterclockwise,0.310881
> ORF 4186	holC	Counterclockwise,0.251493
> ORF 2321	evgA	Clockwise,0.44785
> ORF 2377	cysU	Counterclockwise,0.350952
> ORF 3641	yieE	Clockwise,0.464063
> ORF 2324	yfdV	Counterclockwise,-0.141107
> ORF 4091	psd	Counterclockwise,0.22693
> ORF 2327	yfdX	Counterclockwise,0.217116
> ORF 2556	raiA	Clockwise,0.62026
> ORF 2328	ypdI	Clockwise,0.106244
> ORF 3751	pldB	Clockwise,0.541921
> ORF 3119	sfsB	Clockwise,0.777341
> ORF 2329	yfdY	Counterclockwise,0.128056
> ORF 3329	hslO	Clockwise,0.803482
> ORF 2331	ypdK	Clockwise,0.591549
> ORF 2335	ypdC	Clockwise,0.756847
> ORF 2638	argV	Counterclockwise,-0.878576
> ORF 3200	rrfF	Counterclockwise,-0.0236046
> ORF 2735	yqcA	Counterclockwise,0.371649
> ORF 2338	ypdF	Counterclockwise,0.301419
> ORF 2340	fryB	Counterclockwise,0.619044
> ORF 2341	glk	Counterclockwise,0.332871
> ORF 2348	alaX	Counterclockwise,-0.371544
> ORF 2349	alaW	Counterclockwise,-0.371544
> ORF 2359	xapA	Counterclockwise,0.0989509
> ORF 2361	yfeR	Counterclockwise,0.291781
> ORF 2363	ypeB	Counterclockwise,0.378882
> ORF 2366	cysZ	Clockwise,0.696012
> ORF 2378	cysP	Counterclockwise,0.328984
> ORF 2388	amiA	Clockwise,0.729908
> ORF 3479	yiaD	Clockwise,0.812742
> ORF 2392	eutL	Counterclockwise,0.0692134
> ORF 2393	eutC	Counterclockwise,0.20163
> ORF 3559	rfaP	Counterclockwise,-0.0256743
> ORF 2396	yffL	Clockwise,0.00308922
> ORF 3205	ileU	Counterclockwise,-0.707729
> ORF 2399	yffO	Clockwise,0.296965
> ORF 2400	yffP	Clockwise,0.47044
> ORF 3598	uhpA	Counterclockwise,0.222898
> ORF 2402	yffR	Clockwise,0.563016
> ORF 4075	yjeK	Counterclockwise,0.288243
> ORF 2403	yffS	Clockwise,0.59523
> ORF 2410	eutM	Counterclockwise,0.374443
> ORF 2411	eutD	Counterclockwise,0.349685
> ORF 3947	pepE	Counterclockwise,0.294079
> ORF 2414	eutP	Counterclockwise,0.256966
> ORF 2909	yghG	Counterclockwise,0.140988
> ORF 2420	nudK	Counterclockwise,0.382524
> ORF 2430	ypfJ	Counterclockwise,0.216898
> ORF 3747	pldA	Clockwise,0.534756
> ORF 2431	purC	Counterclockwise,0.368254
> ORF 2433	dapA	Counterclockwise,0.237234
> ORF 2436	hyfA	Clockwise,0.472001
> ORF 2438	hyfC	Clockwise,0.73334
> ORF 2440	hyfE	Clockwise,0.715649
> ORF 2444	hyfI	Clockwise,0.603063
> ORF 2447	focB	Clockwise,0.580096
> ORF 2448	yfgO	Counterclockwise,0.258602
> ORF 3035	yqjF	Clockwise,0.825071
> ORF 2455	purN	Clockwise,0.765244
> ORF 2473	ndk	Counterclockwise,0.342997
> ORF 2460	yfgH	Clockwise,0.410087
> ORF 2461	yfgI	Clockwise,0.665233
> ORF 2471	rodZ	Counterclockwise,0.264106
> ORF 2478	sseB	Counterclockwise,0.314637
> ORF 2487	iscR	Counterclockwise,0.430208
> ORF 2488	trmJ	Counterclockwise,0.340741
> ORF 2489	suhB	Clockwise,0.908701
> ORF 2490	yfhR	Clockwise,0.59359
> ORF 2496	hcaC	Clockwise,0.322469
> ORF 3020	ygjQ	Clockwise,0.623101
> ORF 2501	yphC	Counterclockwise,0.274618
> ORF 2796	yqeI	Clockwise,0.254028
> ORF 2502	yphD	Counterclockwise,0.451328
> ORF 2504	yphF	Counterclockwise,0.317697
> ORF 2517	pgpC	Counterclockwise,0.158897
> ORF 2518	yfhH	Clockwise,0.733224
> ORF 2519	yfhL	Clockwise,0.185516
> ORF 2521	ohsC	Clockwise,0.135924
> ORF 2522	acpS	Counterclockwise,0.428941
> ORF 2524	recO	Counterclockwise,0.311872
> ORF 2526	rnc	Counterclockwise,0.268362
> ORF 3202	rrfD	Counterclockwise,-0.00727863
> ORF 2540	yfiF	Counterclockwise,0.391929
> ORF 3971	yjbJ	Clockwise,0.889288
> ORF 2542	yfiP	Clockwise,0.610567
> ORF 2549	gltW	Counterclockwise,-0.628679
> ORF 3573	dinD	Clockwise,0.465975
> ORF 2553	yfiH	Counterclockwise,0.179693
> ORF 2555	bamD	Clockwise,0.629719
> ORF 3857	hslV	Counterclockwise,0.415284
> ORF 2561	yfiL	Clockwise,0.360872
> ORF 2562	yfiR	Clockwise,0.456029
> ORF 2615	alaE	Clockwise,0.474242
> ORF 2564	yfiB	Clockwise,0.204662
> ORF 2575	bamE	Clockwise,0.551844
> ORF 2577	ratA	Counterclockwise,0.123216
> ORF 2578	smpB	Clockwise,0.619823
> ORF 2582	alpA	Clockwise,0.372667
> ORF 2584	yfjJ	Clockwise,0.182924
> ORF 2591	yfjQ	Clockwise,0.485102
> ORF 3764	tatC	Clockwise,0.724475
> ORF 3743	yigF	Counterclockwise,-0.145126
> ORF 2692	ftsB	Counterclockwise,0.2526
> ORF 4082	frdD	Counterclockwise,0.157635
> ORF 2597	yfjX	Clockwise,0.616982
> ORF 2598	yfjY	Clockwise,0.612338
> ORF 2601	ypjF	Clockwise,0.439735
> ORF 2610	ygaU	Counterclockwise,0.353794
> ORF 2611	yqaE	Counterclockwise,0.372995
> ORF 2612	ygaV	Clockwise,0.442428
> ORF 2614	stpA	Counterclockwise,0.278528
> ORF 2624	proX	Clockwise,0.828092
> ORF 2625	ygaZ	Clockwise,0.585685
> ORF 2626	ygaH	Clockwise,0.568622
> ORF 2627	mprA	Clockwise,0.481357
> ORF 2633	yqaA	Counterclockwise,-0.0563864
> ORF 2634	yqaB	Counterclockwise,0.314135
> ORF 2639	serV	Counterclockwise,-0.575328
> ORF 2989	ygiM	Clockwise,0.681608
> ORF 2640	csrA	Counterclockwise,0.147605
> ORF 2648	srlB	Clockwise,0.680509
> ORF 2651	srlR	Clockwise,0.538964
> ORF 2657	hydN	Counterclockwise,0.238247
> ORF 2658	ascG	Counterclockwise,0.288408
> ORF 2663	hycG	Counterclockwise,0.172025
> ORF 2664	hycF	Counterclockwise,0.309874
> ORF 3033	yqjE	Clockwise,0.586288
> ORF 2669	hycA	Counterclockwise,0.110977
> ORF 2670	hypA	Clockwise,0.468662
> ORF 2674	hypE	Clockwise,0.827346
> ORF 3763	tatB	Clockwise,0.62502
> ORF 2676	ygbA	Counterclockwise,0.095488
> ORF 2678	pphB	Clockwise,0.449996
> ORF 2679	ygbI	Counterclockwise,0.197847
> ORF 2680	ygbJ	Clockwise,0.553608
> ORF 2682	ygbL	Clockwise,0.639347
> ORF 2689	truD	Counterclockwise,0.31315
> ORF 4092	rsgA	Counterclockwise,0.306938
> ORF 2691	ispD	Counterclockwise,0.174256
> ORF 2800	ygeG	Clockwise,0.240396
> ORF 3621	dgoA	Counterclockwise,0.349145
> ORF 2694	cysC	Counterclockwise,0.345503
> ORF 2715	ygcR	Counterclockwise,0.233468
> ORF 2712	ygcO	Clockwise,0.535248
> ORF 2713	ygcP	Clockwise,0.59944
> ORF 2714	ygcQ	Counterclockwise,0.14271
> ORF 4280	yjjA	Counterclockwise,0.371629
> ORF 3622	dgoK	Counterclockwise,0.195654
> ORF 2718	ygcW	Counterclockwise,0.107907
> ORF 2721	queE	Counterclockwise,0.267516
> ORF 2722	yqcG	Clockwise,0.40787
> ORF 3644	yieH	Clockwise,0.623383
> ORF 2728	mazE	Counterclockwise,0.200721
> ORF 2736	truC	Counterclockwise,0.356574
> ORF 4096	glyY	Clockwise,-0.248384
> ORF 2740	queF	Clockwise,0.631596
> ORF 2744	ygdG	Clockwise,0.622298
> ORF 2754	gcvA	Counterclockwise,0.164834
> ORF 2758	csdE	Clockwise,0.722601
> ORF 2777	rppH	Counterclockwise,0.136158
> ORF 2778	mutH	Clockwise,0.563641
> ORF 2869	epd	Counterclockwise,0.198317
> ORF 2779	ygdQ	Clockwise,0.76281
> ORF 3996	yjcH	Counterclockwise,0.224192
> ORF 3004	yqjH	Counterclockwise,0.370403
> ORF 2780	ygdR	Clockwise,0.590147
> ORF 2785	omrB	Counterclockwise,0.382411
> ORF 2786	galR	Clockwise,0.594474
> ORF 2789	ygeA	Counterclockwise,0.192378
> ORF 2901	mutY	Clockwise,0.616047
> ORF 3633	yidD	Clockwise,0.356511
